camera,path,label,split,Latitude,Longitude,Month,Hour,category,prediction
204,/gpfs/scratch/hc4549/weather/204/20140920_211954.jpg,55,train,41.702494694,-86.2378195222,9,12,Many,
17218,/gpfs/scratch/hc4549/weather/17218/20131209_031020.jpg,31,train,44.08473,-66.1834478,12,23,Many,
10917,/gpfs/scratch/hc4549/weather/10917/20110915_115407.jpg,49,train,47.3645089866,7.15401294173,9,14,Many,
19106,/gpfs/scratch/hc4549/weather/19106/20130728_063648.jpg,50,train,46.82261667,-71.21337891,7,4,Many,
162,/gpfs/scratch/hc4549/weather/162/20130908_093827.jpg,52,train,41.9797,-88.4061,9,2,Many,
3837,/gpfs/scratch/hc4549/weather/3837/20130103_232221.jpg,31,train,47.0675219,7.0999358,1,21,Many,
5020,/gpfs/scratch/hc4549/weather/5020/20140815_201533.jpg,47,train,-30.0342535017,-51.2312071242,8,18,Many,
684,/gpfs/scratch/hc4549/weather/684/20121101_204151.jpg,38,train,37.2979,-79.9877,11,14,Many,
9730,/gpfs/scratch/hc4549/weather/9730/20131108_175709.jpg,51,train,-34.5806593772,-58.4284707051,11,18,Many,
10870,/gpfs/scratch/hc4549/weather/10870/20130112_062547.jpg,32,train,47.6946284842,9.27217400644,1,5,Many,
5020,/gpfs/scratch/hc4549/weather/5020/20140825_104539.jpg,46,train,-30.0342535017,-51.2312071242,8,11,Many,
260,/gpfs/scratch/hc4549/weather/260/20130630_194454.jpg,55,train,39.6421,-78.9125,6,13,Many,
18590,/gpfs/scratch/hc4549/weather/18590/20121004_123925.jpg,46,train,33.7497447444,-84.3883686381,10,5,Many,
162,/gpfs/scratch/hc4549/weather/162/20131009_030837.jpg,48,train,41.9797,-88.4061,10,17,Many,
18590,/gpfs/scratch/hc4549/weather/18590/20131122_133923.jpg,40,train,33.7497447444,-84.3883686381,11,6,Many,
10917,/gpfs/scratch/hc4549/weather/10917/20111126_012405.jpg,28,train,47.3645089866,7.15401294173,11,1,Medium,
162,/gpfs/scratch/hc4549/weather/162/20140711_213835.jpg,56,train,41.9797,-88.4061,7,14,Many,
260,/gpfs/scratch/hc4549/weather/260/20130716_234452.jpg,58,train,39.6421,-78.9125,7,21,Many,
19834,/gpfs/scratch/hc4549/weather/19834/20140223_003234.jpg,53,train,28.2441768,-82.7192671,2,16,Many,
623,/gpfs/scratch/hc4549/weather/623/20130209_071157.jpg,46,train,29.272958,-94.85084,2,0,Many,
10917,/gpfs/scratch/hc4549/weather/10917/20120630_165451.jpg,53,train,47.3645089866,7.15401294173,6,19,Many,
18590,/gpfs/scratch/hc4549/weather/18590/20140524_140929.jpg,51,train,33.7497447444,-84.3883686381,5,4,Many,
17244,/gpfs/scratch/hc4549/weather/17244/20121121_010559.jpg,54,train,19.1998222193,-96.1388478948,11,16,Many,
3396,/gpfs/scratch/hc4549/weather/3396/20130116_033839.jpg,27,train,49.7724798,9.9584878,1,6,Medium,
10917,/gpfs/scratch/hc4549/weather/10917/20130804_125420.jpg,52,train,47.3645089866,7.15401294173,8,15,Many,
3396,/gpfs/scratch/hc4549/weather/3396/20140709_093836.jpg,41,train,49.7724798,9.9584878,7,13,Many,
10870,/gpfs/scratch/hc4549/weather/10870/20130926_083806.jpg,45,train,47.6946284842,9.27217400644,9,8,Many,
19834,/gpfs/scratch/hc4549/weather/19834/20140608_083245.jpg,55,train,28.2441768,-82.7192671,6,0,Many,
3888,/gpfs/scratch/hc4549/weather/3888/20130427_191351.jpg,41,train,42.2480919,3.1227702,4,20,Many,
9483,/gpfs/scratch/hc4549/weather/9483/20130919_075411.jpg,42,train,50.1065184167,8.67800682695,9,11,Many,
5020,/gpfs/scratch/hc4549/weather/5020/20140513_074536.jpg,49,train,-30.0342535017,-51.2312071242,5,8,Many,
684,/gpfs/scratch/hc4549/weather/684/20140202_094152.jpg,33,train,37.2979,-79.9877,2,3,Many,
623,/gpfs/scratch/hc4549/weather/623/20120909_024143.jpg,57,train,29.272958,-94.85084,9,19,Many,
17218,/gpfs/scratch/hc4549/weather/17218/20131218_221015.jpg,27,train,44.08473,-66.1834478,12,19,Medium,
10917,/gpfs/scratch/hc4549/weather/10917/20120705_182416.jpg,51,train,47.3645089866,7.15401294173,7,16,Many,
861,/gpfs/scratch/hc4549/weather/861/20141011_183556.jpg,49,train,36.0579,-112.1255,10,10,Many,
684,/gpfs/scratch/hc4549/weather/684/20131017_064150.jpg,45,train,37.2979,-79.9877,10,0,Many,
18590,/gpfs/scratch/hc4549/weather/18590/20140311_020930.jpg,55,train,33.7497447444,-84.3883686381,3,17,Many,
19388,/gpfs/scratch/hc4549/weather/19388/20130823_071406.jpg,42,train,57.6333,18.3,8,5,Many,
4801,/gpfs/scratch/hc4549/weather/4801/20111116_104002.jpg,31,train,49.1,10.75,11,13,Many,
4181,/gpfs/scratch/hc4549/weather/4181/20130814_024647.jpg,64,train,32.231328037,-110.946649929,8,18,Medium,
10917,/gpfs/scratch/hc4549/weather/10917/20111217_092406.jpg,28,train,47.3645089866,7.15401294173,12,7,Medium,
162,/gpfs/scratch/hc4549/weather/162/20140512_000834.jpg,57,train,41.9797,-88.4061,5,14,Many,
684,/gpfs/scratch/hc4549/weather/684/20140507_154142.jpg,48,train,37.2979,-79.9877,5,9,Many,
3837,/gpfs/scratch/hc4549/weather/3837/20140318_075223.jpg,33,train,47.0675219,7.0999358,3,7,Many,
623,/gpfs/scratch/hc4549/weather/623/20121016_151152.jpg,53,train,29.272958,-94.85084,10,6,Many,
9730,/gpfs/scratch/hc4549/weather/9730/20130917_122707.jpg,38,train,-34.5806593772,-58.4284707051,9,10,Many,
623,/gpfs/scratch/hc4549/weather/623/20130324_024157.jpg,45,train,29.272958,-94.85084,3,19,Many,
6798,/gpfs/scratch/hc4549/weather/6798/20131217_235402.jpg,48,train,28.7540844,-17.8861498,12,20,Many,
8733,/gpfs/scratch/hc4549/weather/8733/20130507_090644.jpg,42,train,47.441685,8.620672,5,6,Many,
1093,/gpfs/scratch/hc4549/weather/1093/20140909_225410.jpg,55,train,42.9675258075,-85.8862860319,9,16,Many,
684,/gpfs/scratch/hc4549/weather/684/20140208_084149.jpg,28,train,37.2979,-79.9877,2,2,Medium,
10917,/gpfs/scratch/hc4549/weather/10917/20130723_045417.jpg,46,train,47.3645089866,7.15401294173,7,7,Many,
19306,/gpfs/scratch/hc4549/weather/19306/20131008_115327.jpg,32,train,37.20861,-113.02028,10,3,Many,
8438,/gpfs/scratch/hc4549/weather/8438/20130708_184634.jpg,65,train,38.9115347345,-97.212305746,7,12,Low,
3837,/gpfs/scratch/hc4549/weather/3837/20130911_062224.jpg,39,train,47.0675219,7.0999358,9,8,Many,
9483,/gpfs/scratch/hc4549/weather/9483/20130802_095415.jpg,62,train,50.1065184167,8.67800682695,8,13,Medium,
623,/gpfs/scratch/hc4549/weather/623/20140821_011150.jpg,62,train,29.272958,-94.85084,8,16,Medium,
3396,/gpfs/scratch/hc4549/weather/3396/20140427_143836.jpg,41,train,49.7724798,9.9584878,4,18,Many,
9730,/gpfs/scratch/hc4549/weather/9730/20130322_022701.jpg,49,train,-34.5806593772,-58.4284707051,3,23,Many,
10917,/gpfs/scratch/hc4549/weather/10917/20110929_142407.jpg,50,train,47.3645089866,7.15401294173,9,12,Many,
10917,/gpfs/scratch/hc4549/weather/10917/20130713_115419.jpg,51,train,47.3645089866,7.15401294173,7,14,Many,
684,/gpfs/scratch/hc4549/weather/684/20140905_211158.jpg,58,train,37.2979,-79.9877,9,13,Many,
10917,/gpfs/scratch/hc4549/weather/10917/20121022_082416.jpg,37,train,47.3645089866,7.15401294173,10,6,Many,
19834,/gpfs/scratch/hc4549/weather/19834/20140423_183244.jpg,52,train,28.2441768,-82.7192671,4,10,Many,
684,/gpfs/scratch/hc4549/weather/684/20130410_044156.jpg,55,train,37.2979,-79.9877,4,22,Many,
8733,/gpfs/scratch/hc4549/weather/8733/20130907_220635.jpg,52,train,47.441685,8.620672,9,19,Many,
861,/gpfs/scratch/hc4549/weather/861/20140907_010601.jpg,50,train,36.0579,-112.1255,9,14,Many,
684,/gpfs/scratch/hc4549/weather/684/20121219_151151.jpg,40,train,37.2979,-79.9877,12,7,Many,
8733,/gpfs/scratch/hc4549/weather/8733/20130226_213645.jpg,30,train,47.441685,8.620672,2,21,Many,
4679,/gpfs/scratch/hc4549/weather/4679/20140805_144020.jpg,50,train,49.5847611497,9.36662846022,8,17,Many,
9483,/gpfs/scratch/hc4549/weather/9483/20130807_102420.jpg,55,train,50.1065184167,8.67800682695,8,13,Many,
17244,/gpfs/scratch/hc4549/weather/17244/20131028_193552.jpg,55,train,19.1998222193,-96.1388478948,10,13,Many,
10917,/gpfs/scratch/hc4549/weather/10917/20111229_005410.jpg,31,train,47.3645089866,7.15401294173,12,3,Many,
10870,/gpfs/scratch/hc4549/weather/10870/20130923_170811.jpg,51,train,47.6946284842,9.27217400644,9,17,Many,
17218,/gpfs/scratch/hc4549/weather/17218/20131011_054012.jpg,40,train,44.08473,-66.1834478,10,4,Many,
3297,/gpfs/scratch/hc4549/weather/3297/20130902_153129.jpg,49,train,49.7522678667,-125.296347435,9,10,Many,
3888,/gpfs/scratch/hc4549/weather/3888/20130207_041226.jpg,35,train,42.2480919,3.1227702,2,5,Many,
10917,/gpfs/scratch/hc4549/weather/10917/20111009_095406.jpg,38,train,47.3645089866,7.15401294173,10,12,Many,
4584,/gpfs/scratch/hc4549/weather/4584/20130705_063648.jpg,55,train,37.9843530112,23.7326566772,7,7,Many,
5021,/gpfs/scratch/hc4549/weather/5021/20130808_111632.jpg,52,train,-30.0343080145,-51.2312634505,8,9,Many,
10917,/gpfs/scratch/hc4549/weather/10917/20130830_082410.jpg,36,train,47.3645089866,7.15401294173,8,6,Many,
1093,/gpfs/scratch/hc4549/weather/1093/20140809_162406.jpg,47,train,42.9675258075,-85.8862860319,8,8,Many,
19388,/gpfs/scratch/hc4549/weather/19388/20130719_171411.jpg,48,train,57.6333,18.3,7,15,Many,
4584,/gpfs/scratch/hc4549/weather/4584/20130519_053644.jpg,49,train,37.9843530112,23.7326566772,5,6,Many,
861,/gpfs/scratch/hc4549/weather/861/20140514_103555.jpg,26,train,36.0579,-112.1255,5,2,Medium,
684,/gpfs/scratch/hc4549/weather/684/20140426_161145.jpg,45,train,37.2979,-79.9877,4,8,Many,
3396,/gpfs/scratch/hc4549/weather/3396/20140731_130845.jpg,51,train,49.7724798,9.9584878,7,13,Many,
260,/gpfs/scratch/hc4549/weather/260/20131130_131457.jpg,24,train,39.6421,-78.9125,11,8,Medium,
3888,/gpfs/scratch/hc4549/weather/3888/20130524_104234.jpg,43,train,42.2480919,3.1227702,5,11,Many,
684,/gpfs/scratch/hc4549/weather/684/20141006_031143.jpg,45,train,37.2979,-79.9877,10,19,Many,
3837,/gpfs/scratch/hc4549/weather/3837/20130714_062224.jpg,45,train,47.0675219,7.0999358,7,8,Many,
10066,/gpfs/scratch/hc4549/weather/10066/20131008_072724.jpg,35,train,46.3833333,11.85,10,6,Many,
5020,/gpfs/scratch/hc4549/weather/5020/20140717_081532.jpg,46,train,-30.0342535017,-51.2312071242,7,6,Many,
3396,/gpfs/scratch/hc4549/weather/3396/20140415_050837.jpg,31,train,49.7724798,9.9584878,4,5,Many,
204,/gpfs/scratch/hc4549/weather/204/20131007_031947.jpg,43,train,41.702494694,-86.2378195222,10,18,Many,
9483,/gpfs/scratch/hc4549/weather/9483/20130715_185409.jpg,51,train,50.1065184167,8.67800682695,7,22,Many,
684,/gpfs/scratch/hc4549/weather/684/20121216_234151.jpg,37,train,37.2979,-79.9877,12,17,Many,
19388,/gpfs/scratch/hc4549/weather/19388/20130123_194406.jpg,26,train,57.6333,18.3,1,22,Medium,
4801,/gpfs/scratch/hc4549/weather/4801/20111030_164001.jpg,37,train,49.1,10.75,10,19,Many,
162,/gpfs/scratch/hc4549/weather/162/20140510_200835.jpg,48,train,41.9797,-88.4061,5,10,Many,
3396,/gpfs/scratch/hc4549/weather/3396/20130222_013845.jpg,21,train,49.7724798,9.9584878,2,4,Medium,
18590,/gpfs/scratch/hc4549/weather/18590/20131020_230928.jpg,48,train,33.7497447444,-84.3883686381,10,13,Many,
3396,/gpfs/scratch/hc4549/weather/3396/20130130_013840.jpg,38,train,49.7724798,9.9584878,1,4,Many,
18590,/gpfs/scratch/hc4549/weather/18590/20120831_110925.jpg,53,train,33.7497447444,-84.3883686381,8,1,Many,
3837,/gpfs/scratch/hc4549/weather/3837/20130315_051528.jpg,26,train,47.0675219,7.0999358,3,2,Medium,
6798,/gpfs/scratch/hc4549/weather/6798/20131024_185352.jpg,55,train,28.7540844,-17.8861498,10,19,Many,
19306,/gpfs/scratch/hc4549/weather/19306/20130605_172339.jpg,52,train,37.20861,-113.02028,6,6,Many,
260,/gpfs/scratch/hc4549/weather/260/20140810_114500.jpg,46,train,39.6421,-78.9125,8,6,Many,
9730,/gpfs/scratch/hc4549/weather/9730/20130714_112708.jpg,41,train,-34.5806593772,-58.4284707051,7,9,Many,
260,/gpfs/scratch/hc4549/weather/260/20130326_071456.jpg,32,train,39.6421,-78.9125,3,0,Many,
162,/gpfs/scratch/hc4549/weather/162/20130104_013833.jpg,28,train,41.9797,-88.4061,1,17,Medium,
684,/gpfs/scratch/hc4549/weather/684/20140711_011150.jpg,57,train,37.2979,-79.9877,7,17,Many,
10870,/gpfs/scratch/hc4549/weather/10870/20131220_183803.jpg,33,train,47.6946284842,9.27217400644,12,18,Many,
17244,/gpfs/scratch/hc4549/weather/17244/20130823_180546.jpg,57,train,19.1998222193,-96.1388478948,8,9,Many,
9730,/gpfs/scratch/hc4549/weather/9730/20130424_135707.jpg,53,train,-34.5806593772,-58.4284707051,4,14,Many,
10066,/gpfs/scratch/hc4549/weather/10066/20130318_165738.jpg,24,train,46.3833333,11.85,3,22,Medium,
162,/gpfs/scratch/hc4549/weather/162/20140801_130846.jpg,46,train,41.9797,-88.4061,8,3,Many,
3396,/gpfs/scratch/hc4549/weather/3396/20130619_133838.jpg,61,train,49.7724798,9.9584878,6,16,Medium,
10870,/gpfs/scratch/hc4549/weather/10870/20130405_043806.jpg,31,train,47.6946284842,9.27217400644,4,4,Many,
623,/gpfs/scratch/hc4549/weather/623/20140826_161148.jpg,56,train,29.272958,-94.85084,8,7,Many,
4181,/gpfs/scratch/hc4549/weather/4181/20130122_221649.jpg,55,train,32.231328037,-110.946649929,1,12,Many,
162,/gpfs/scratch/hc4549/weather/162/20140321_090837.jpg,31,train,41.9797,-88.4061,3,0,Many,
4584,/gpfs/scratch/hc4549/weather/4584/20130430_080701.jpg,56,train,37.9843530112,23.7326566772,4,9,Many,
162,/gpfs/scratch/hc4549/weather/162/20140830_103833.jpg,53,train,41.9797,-88.4061,8,3,Many,
6798,/gpfs/scratch/hc4549/weather/6798/20131208_062404.jpg,49,train,28.7540844,-17.8861498,12,7,Many,
9730,/gpfs/scratch/hc4549/weather/9730/20130505_175701.jpg,48,train,-34.5806593772,-58.4284707051,5,18,Many,
19388,/gpfs/scratch/hc4549/weather/19388/20131001_121405.jpg,37,train,57.6333,18.3,10,10,Many,
204,/gpfs/scratch/hc4549/weather/204/20131209_004952.jpg,22,train,41.702494694,-86.2378195222,12,18,Medium,
18590,/gpfs/scratch/hc4549/weather/18590/20131110_070930.jpg,41,train,33.7497447444,-84.3883686381,11,0,Many,
684,/gpfs/scratch/hc4549/weather/684/20130806_041157.jpg,52,train,37.2979,-79.9877,8,20,Many,
11160,/gpfs/scratch/hc4549/weather/11160/20130520_045321.jpg,39,train,46.948,7.44815,5,7,Many,
861,/gpfs/scratch/hc4549/weather/861/20140627_190558.jpg,51,train,36.0579,-112.1255,6,8,Many,
8733,/gpfs/scratch/hc4549/weather/8733/20130216_140639.jpg,33,train,47.441685,8.620672,2,11,Many,
623,/gpfs/scratch/hc4549/weather/623/20140422_151154.jpg,50,train,29.272958,-94.85084,4,6,Many,
19306,/gpfs/scratch/hc4549/weather/19306/20130324_222335.jpg,42,train,37.20861,-113.02028,3,13,Many,
5020,/gpfs/scratch/hc4549/weather/5020/20140424_161532.jpg,51,train,-30.0342535017,-51.2312071242,4,14,Many,
4801,/gpfs/scratch/hc4549/weather/4801/20110310_084003.jpg,38,train,49.1,10.75,3,11,Many,
10870,/gpfs/scratch/hc4549/weather/10870/20130507_153804.jpg,49,train,47.6946284842,9.27217400644,5,15,Many,
19306,/gpfs/scratch/hc4549/weather/19306/20130516_212328.jpg,62,train,37.20861,-113.02028,5,12,Medium,
9730,/gpfs/scratch/hc4549/weather/9730/20130528_215709.jpg,44,train,-34.5806593772,-58.4284707051,5,22,Many,
4181,/gpfs/scratch/hc4549/weather/4181/20130508_004649.jpg,56,train,32.231328037,-110.946649929,5,16,Many,
4584,/gpfs/scratch/hc4549/weather/4584/20130322_113655.jpg,48,train,37.9843530112,23.7326566772,3,12,Many,
18590,/gpfs/scratch/hc4549/weather/18590/20130410_130928.jpg,47,train,33.7497447444,-84.3883686381,4,3,Many,
260,/gpfs/scratch/hc4549/weather/260/20131010_021459.jpg,42,train,39.6421,-78.9125,10,21,Many,
9730,/gpfs/scratch/hc4549/weather/9730/20130514_225702.jpg,47,train,-34.5806593772,-58.4284707051,5,22,Many,
18590,/gpfs/scratch/hc4549/weather/18590/20120901_183918.jpg,59,train,33.7497447444,-84.3883686381,9,11,Medium,
6798,/gpfs/scratch/hc4549/weather/6798/20131105_045358.jpg,51,train,28.7540844,-17.8861498,11,7,Many,
5020,/gpfs/scratch/hc4549/weather/5020/20130719_131539.jpg,40,train,-30.0342535017,-51.2312071242,7,11,Many,
4801,/gpfs/scratch/hc4549/weather/4801/20111023_151002.jpg,38,train,49.1,10.75,10,15,Many,
684,/gpfs/scratch/hc4549/weather/684/20130719_194148.jpg,63,train,37.2979,-79.9877,7,13,Medium,
10917,/gpfs/scratch/hc4549/weather/10917/20111203_102406.jpg,32,train,47.3645089866,7.15401294173,12,8,Many,
5020,/gpfs/scratch/hc4549/weather/5020/20140309_224536.jpg,52,train,-30.0342535017,-51.2312071242,3,23,Many,
19834,/gpfs/scratch/hc4549/weather/19834/20140614_213232.jpg,59,train,28.2441768,-82.7192671,6,13,Medium,
623,/gpfs/scratch/hc4549/weather/623/20140331_171151.jpg,49,train,29.272958,-94.85084,3,8,Many,
3837,/gpfs/scratch/hc4549/weather/3837/20140828_042226.jpg,44,train,47.0675219,7.0999358,8,6,Many,
4584,/gpfs/scratch/hc4549/weather/4584/20130510_010735.jpg,48,train,37.9843530112,23.7326566772,5,0,Many,
19388,/gpfs/scratch/hc4549/weather/19388/20130310_214412.jpg,23,train,57.6333,18.3,3,22,Medium,
8733,/gpfs/scratch/hc4549/weather/8733/20130921_173647.jpg,49,train,47.441685,8.620672,9,17,Many,
8733,/gpfs/scratch/hc4549/weather/8733/20130613_130642.jpg,52,train,47.441685,8.620672,6,10,Many,
10917,/gpfs/scratch/hc4549/weather/10917/20130608_052417.jpg,38,train,47.3645089866,7.15401294173,6,3,Many,
4181,/gpfs/scratch/hc4549/weather/4181/20130324_040232.jpg,52,train,32.231328037,-110.946649929,3,16,Many,
19106,/gpfs/scratch/hc4549/weather/19106/20130928_203643.jpg,55,train,46.82261667,-71.21337891,9,18,Many,
19106,/gpfs/scratch/hc4549/weather/19106/20130530_040653.jpg,42,train,46.82261667,-71.21337891,5,23,Many,
260,/gpfs/scratch/hc4549/weather/260/20140620_211451.jpg,62,train,39.6421,-78.9125,6,17,Medium,
10066,/gpfs/scratch/hc4549/weather/10066/20130526_145723.jpg,32,train,46.3833333,11.85,5,15,Many,
3396,/gpfs/scratch/hc4549/weather/3396/20140902_110842.jpg,43,train,49.7724798,9.9584878,9,11,Many,
10917,/gpfs/scratch/hc4549/weather/10917/20121020_052415.jpg,40,train,47.3645089866,7.15401294173,10,3,Many,
9730,/gpfs/scratch/hc4549/weather/9730/20131019_115659.jpg,53,train,-34.5806593772,-58.4284707051,10,12,Many,
8438,/gpfs/scratch/hc4549/weather/8438/20130123_071635.jpg,22,train,38.9115347345,-97.212305746,1,0,Medium,
3297,/gpfs/scratch/hc4549/weather/3297/20131025_170131.jpg,38,train,49.7522678667,-125.296347435,10,9,Many,
4584,/gpfs/scratch/hc4549/weather/4584/20130114_013657.jpg,38,train,37.9843530112,23.7326566772,1,2,Many,
19388,/gpfs/scratch/hc4549/weather/19388/20130102_064423.jpg,33,train,57.6333,18.3,1,9,Many,
162,/gpfs/scratch/hc4549/weather/162/20130218_143839.jpg,29,train,41.9797,-88.4061,2,6,Medium,
162,/gpfs/scratch/hc4549/weather/162/20131213_223829.jpg,28,train,41.9797,-88.4061,12,15,Medium,
260,/gpfs/scratch/hc4549/weather/260/20141024_224458.jpg,47,train,39.6421,-78.9125,10,16,Many,
10917,/gpfs/scratch/hc4549/weather/10917/20111111_225405.jpg,31,train,47.3645089866,7.15401294173,11,22,Many,
260,/gpfs/scratch/hc4549/weather/260/20131125_134451.jpg,28,train,39.6421,-78.9125,11,10,Medium,
4181,/gpfs/scratch/hc4549/weather/4181/20130812_071654.jpg,58,train,32.231328037,-110.946649929,8,0,Many,
8438,/gpfs/scratch/hc4549/weather/8438/20130512_094633.jpg,36,train,38.9115347345,-97.212305746,5,3,Many,
4584,/gpfs/scratch/hc4549/weather/4584/20130531_010706.jpg,51,train,37.9843530112,23.7326566772,5,0,Many,
684,/gpfs/scratch/hc4549/weather/684/20121004_121153.jpg,49,train,37.2979,-79.9877,10,4,Many,
10917,/gpfs/scratch/hc4549/weather/10917/20121215_095417.jpg,33,train,47.3645089866,7.15401294173,12,12,Many,
162,/gpfs/scratch/hc4549/weather/162/20140217_173826.jpg,26,train,41.9797,-88.4061,2,10,Medium,
162,/gpfs/scratch/hc4549/weather/162/20130226_113828.jpg,31,train,41.9797,-88.4061,2,4,Many,
6798,/gpfs/scratch/hc4549/weather/6798/20130708_045404.jpg,51,train,28.7540844,-17.8861498,7,7,Many,
684,/gpfs/scratch/hc4549/weather/684/20120706_051147.jpg,55,train,37.2979,-79.9877,7,0,Many,
19106,/gpfs/scratch/hc4549/weather/19106/20130806_003648.jpg,50,train,46.82261667,-71.21337891,8,22,Many,
260,/gpfs/scratch/hc4549/weather/260/20140610_101459.jpg,47,train,39.6421,-78.9125,6,6,Many,
623,/gpfs/scratch/hc4549/weather/623/20131209_234154.jpg,39,train,29.272958,-94.85084,12,16,Many,
11160,/gpfs/scratch/hc4549/weather/11160/20130113_225319.jpg,31,train,46.948,7.44815,1,22,Many,
684,/gpfs/scratch/hc4549/weather/684/20140408_164151.jpg,42,train,37.2979,-79.9877,4,10,Many,
162,/gpfs/scratch/hc4549/weather/162/20140611_180841.jpg,45,train,41.9797,-88.4061,6,8,Many,
5020,/gpfs/scratch/hc4549/weather/5020/20131103_171530.jpg,54,train,-30.0342535017,-51.2312071242,11,15,Many,
9483,/gpfs/scratch/hc4549/weather/9483/20131210_072420.jpg,31,train,50.1065184167,8.67800682695,12,6,Many,
861,/gpfs/scratch/hc4549/weather/861/20141023_210631.jpg,49,train,36.0579,-112.1255,10,10,Many,
684,/gpfs/scratch/hc4549/weather/684/20140411_124148.jpg,43,train,37.2979,-79.9877,4,6,Many,
6798,/gpfs/scratch/hc4549/weather/6798/20130919_185353.jpg,54,train,28.7540844,-17.8861498,9,19,Many,
10917,/gpfs/scratch/hc4549/weather/10917/20111115_125406.jpg,40,train,47.3645089866,7.15401294173,11,15,Many,
204,/gpfs/scratch/hc4549/weather/204/20140831_104953.jpg,50,train,41.702494694,-86.2378195222,8,5,Many,
684,/gpfs/scratch/hc4549/weather/684/20140621_044155.jpg,52,train,37.2979,-79.9877,6,22,Many,
10917,/gpfs/scratch/hc4549/weather/10917/20111027_155406.jpg,39,train,47.3645089866,7.15401294173,10,18,Many,
260,/gpfs/scratch/hc4549/weather/260/20130619_041628.jpg,48,train,39.6421,-78.9125,6,22,Many,
6798,/gpfs/scratch/hc4549/weather/6798/20130512_025406.jpg,50,train,28.7540844,-17.8861498,5,7,Many,
3837,/gpfs/scratch/hc4549/weather/3837/20140803_152214.jpg,51,train,47.0675219,7.0999358,8,17,Many,
623,/gpfs/scratch/hc4549/weather/623/20130810_041148.jpg,60,train,29.272958,-94.85084,8,19,Medium,
3837,/gpfs/scratch/hc4549/weather/3837/20140225_065221.jpg,28,train,47.0675219,7.0999358,2,6,Medium,
623,/gpfs/scratch/hc4549/weather/623/20131105_094148.jpg,53,train,29.272958,-94.85084,11,2,Many,
9730,/gpfs/scratch/hc4549/weather/9730/20130127_045708.jpg,52,train,-34.5806593772,-58.4284707051,1,5,Many,
3888,/gpfs/scratch/hc4549/weather/3888/20131228_134221.jpg,40,train,42.2480919,3.1227702,12,14,Many,
10870,/gpfs/scratch/hc4549/weather/10870/20130201_055551.jpg,37,train,47.6946284842,9.27217400644,2,9,Many,
4181,/gpfs/scratch/hc4549/weather/4181/20131109_033025.jpg,51,train,32.231328037,-110.946649929,11,18,Many,
162,/gpfs/scratch/hc4549/weather/162/20140325_213823.jpg,27,train,41.9797,-88.4061,3,14,Medium,
17218,/gpfs/scratch/hc4549/weather/17218/20130122_011016.jpg,21,train,44.08473,-66.1834478,1,22,Medium,
3837,/gpfs/scratch/hc4549/weather/3837/20130624_115226.jpg,43,train,47.0675219,7.0999358,6,11,Many,
17244,/gpfs/scratch/hc4549/weather/17244/20130504_153554.jpg,50,train,19.1998222193,-96.1388478948,5,8,Many,
1093,/gpfs/scratch/hc4549/weather/1093/20140605_035403.jpg,47,train,42.9675258075,-85.8862860319,6,21,Many,
204,/gpfs/scratch/hc4549/weather/204/20140213_224955.jpg,27,train,41.702494694,-86.2378195222,2,16,Medium,
5020,/gpfs/scratch/hc4549/weather/5020/20140818_144537.jpg,51,train,-30.0342535017,-51.2312071242,8,15,Many,
19306,/gpfs/scratch/hc4549/weather/19306/20130524_235328.jpg,60,train,37.20861,-113.02028,5,15,Medium,
19388,/gpfs/scratch/hc4549/weather/19388/20130309_141406.jpg,28,train,57.6333,18.3,3,12,Medium,
6798,/gpfs/scratch/hc4549/weather/6798/20130806_220954.jpg,54,train,28.7540844,-17.8861498,8,19,Many,
684,/gpfs/scratch/hc4549/weather/684/20130512_024148.jpg,41,train,37.2979,-79.9877,5,20,Many,
17244,/gpfs/scratch/hc4549/weather/17244/20120920_083553.jpg,53,train,19.1998222193,-96.1388478948,9,5,Many,
17244,/gpfs/scratch/hc4549/weather/17244/20120907_173545.jpg,60,train,19.1998222193,-96.1388478948,9,10,Medium,
18590,/gpfs/scratch/hc4549/weather/18590/20130316_113930.jpg,43,train,33.7497447444,-84.3883686381,3,4,Many,
19106,/gpfs/scratch/hc4549/weather/19106/20130628_190653.jpg,43,train,46.82261667,-71.21337891,6,15,Many,
4181,/gpfs/scratch/hc4549/weather/4181/20130302_123159.jpg,37,train,32.231328037,-110.946649929,3,3,Many,
4801,/gpfs/scratch/hc4549/weather/4801/20111021_064005.jpg,29,train,49.1,10.75,10,9,Medium,
9730,/gpfs/scratch/hc4549/weather/9730/20130313_095704.jpg,48,train,-34.5806593772,-58.4284707051,3,10,Many,
5021,/gpfs/scratch/hc4549/weather/5021/20130924_074627.jpg,40,train,-30.0343080145,-51.2312634505,9,8,Many,
19306,/gpfs/scratch/hc4549/weather/19306/20130917_015329.jpg,59,train,37.20861,-113.02028,9,17,Medium,
260,/gpfs/scratch/hc4549/weather/260/20131027_004452.jpg,37,train,39.6421,-78.9125,10,21,Many,
19834,/gpfs/scratch/hc4549/weather/19834/20140521_060243.jpg,52,train,28.2441768,-82.7192671,5,0,Many,
17218,/gpfs/scratch/hc4549/weather/17218/20130207_081012.jpg,22,train,44.08473,-66.1834478,2,5,Medium,
260,/gpfs/scratch/hc4549/weather/260/20140227_024456.jpg,20,train,39.6421,-78.9125,2,23,Medium,
